

Complete Listing of Engineering Electronics Shop Catalog             Page 1 OF 215         created on : 2018-02-20 18:00:00.390
 (with current #In Stock and Price for each part shown) 

MFG#            |CAT# |DESCRIPTION                                                     |TYPE#           |PRICE   |UNIT    |#IN
CR1616          |13961|BATTERY LITHIUM COIN CELL 3V 16MM-DIA X 1.6MM-THICK CR1616  (OS)|CR1616          |   $1.00|EACH    |   3
CR2032-SANYO    |13524|BATTERY LITHIUM COIN CELL 3V 220MAH SANYO CR2032    (OS) CHEMICA|CR2032-SANYO    |   $1.00|EACH    |   0
CR1216          |12569|BATTERY LITHIUM COIN CELL 3V CR1216                             |CR1216          |   $1.00|EACH    |  11
CR1620          |12559|BATTERY LITHIUM COIN CELL CALC/WATCH 3V CR1620                  |CR1620          |   $1.25|EACH    |   2
CR2430          |13529|BATTERY LITHIUM COIN/BUTTON CELL 270MAH 24MM-DIA X 3.0MM CR2430 |CR2430          |   $1.50|EACH    |   1
CR2450          |13892|BATTERY LITHIUM COIN/BUTTON CELL 620MAH 24MM-DIA X 5MM CR2450 (O|CR2450          |   $2.00|EACH    |   1
LTC-7P          |13338|BATTERY LITHIUM EQUIP. REPLACEMENT 3.5V@750MAH KEEPER LTC-7P (OS|LTC-7P          |   $0.00|EACH    |   0
LTC-7PN         |13205|BATTERY LITHIUM EQUIP. REPLACEMENT 3.5V@750MAH KEEPER LTC-7PN  (|LTC-7PN         |  $16.86|EACH    |   1
AC13E4          | 7267|BATTERY LITHIUM HEARING AID                         (OS) CHEMICA|BAHA2           |   $4.00|PKG     |   0
NB-6L  KM0288   |15989|BATTERY LITHIUM ION CANON POWERSHOT NB-6L 3.7V 1700MAH 2/PK     |NB-6L 2/PACK    |  $17.63|EACH    |   0
P-60AAR/FT      | 7247|BATTERY NICAD 1.2V AA 600MAH                        (OS) CHEMICA|AA-NICAD        |   $1.00|EACH    |   0
P-200SCS        |12380|BATTERY NICAD 1.2V SC HIGH CAPACITY RAPID CHARGE 2000MAH (OS) CH|NICAD-SC2000MA  |   $5.00|EACH    |   2
?               | 9682|BATTERY NICAD TELEPHONE CORDLESS 3.6V               (OS) CHEMICA|3.6VBAT         |   $6.40|EACH    |   0
23-121          | 8819|BATTERY NICAD TYPE 'N' CELL 1.25V                   (OS) CHEMICA|'N'-NICAD       |   $3.10|EACH    |   1
2SN-AAA70H-S-J1 |14005|BATTERY PACK 2-AAA CORDLESS PHONE RECHARGEABLE NI-MH 2.4V 700MAH|BAT-PK-2.4V-PH  |   $8.33|EACH    |   0
?               |15516|BATTERY PACK REPLACEMENT FOR DEWALT DW9096 18V 3000MAH          |DW9096-COMP     |  $35.60|EACH    |   0
SLA55-ER        |15288|BATTERY PACK UPS REPLACEMENT EQUIVALENT TO APC #RBC55           |RBC55-COMP      | $230.13|EACH    |   0
CR2032-1HF      |16085|BATTERY PC MOUNT THRU-HOLE TABS LITHIUM COIN/BUTTON 3V 225MAH   |CR2032-1HF      |   $2.58|EACH    |   0
CR123A          |10723|BATTERY PHOTO LITHIUM 3V 1550MAH .67 X 1.36 CR123A  (OS) CHEMICA|CR123A          |   $2.95|EACH    |   2
CR2             |14762|BATTERY PHOTO LITHIUM 3V 750AH 15.1MM-DIA X 26.7MM CR2          |CR2             |   $2.50|EACH    |   0
GM084985-PCB    |15776|BATTERY RECGARGABLE LI-ION POLYMER 3.7V 3200MAH 8X49X85MM       |BAT-LI-P-3500   |  $55.22|EACH    |   0
LIR2032         |15818|BATTERY RECHARGABLE COIN LITHIUM-ION 3.6V LIR2032               |LIR2032         |   $2.50|EACH    |   2
EN-EL14         |14578|BATTERY RECHARGABLE LI-ION FOR SELECT NIKON DSLR CAMERAS EN-EL14|EN-EL14         |  $44.34|EACH    |   0
NB-5L           |14521|BATTERY RECHARGABLE LITHIUM-ION 3.7V CANON NB-5L COMPATABLE     |NB-5L           |  $19.95|EACH    |   0
BT50            |13374|BATTERY RECHARGABLE LITHIUM-ION OEM MOTOROLA BT50        CHEMICA|BT50            |   $7.00|EACH    |   0
RB-AAA-T1000-HA2|12573|BATTERY RECHARGEABLE NI-MH AAA 1000MAH 60/PACK                  |NI-MH-AAA-1000  |  $49.28|EACH    |   0
?               |11658|BATTERY RECHARGEABLE NI-MH LOW SELF-DISCHARGE 9V (8.4VOLT) 200MA|BAT9VNMH        |   $7.95|EACH    |   2
RB-AAA-T1000-HA2|12972|BATTERY RECHARGEABLE NI-MH NICKEL-METAL HYDRIDE AAA 1000MAH (OS)|NIMH-AAA1000MA  |   $1.95|EACH    |   3
RB-AA-T2600-HA24|12159|BATTERY RECHARGEABLE NICKEL METAL HYDRIDE NI-MH AA 2600MAH      |2600MAH-AA      |   $2.50|EACH    |   4
RB-AA-T2600-HA24|12951|BATTERY RECHARGEABLE NICKEL METAL HYDRIDE NI-MH AA 2600MAH 4/PK |2600MAH-AA-4PK  |   $7.95|EACH    |   0
90254           |13283|BATTERY RECHARGEABLE NIMH AA 2000MAH 4/PK LOW-SELF-DISCHARGE  (O|AANIMH-RTU-4PK  |   $9.95|EACH    |   4
?               |13896|BATTERY RECHARGEABLE R2U HYBRID NI-MH AAA 800MAH 4/PK LOW-DISCHA|AAA-NIMH-R2U-4  |   $7.95|EACH    |   5
RBC17           |15156|BATTERY REPLACEMENT APC UPS BACKUP 12V 108VAH RBC17             |RBC17           |  $44.95|EACH    |   0
?               |13159|BATTERY REPLACEMENT LITHIUM-ION 3.7V@1000MAH             CHEMICA|3.7V@1000MAH    |  $14.62|EACH    |   0
NB-9L-2/PK      |14233|BATTERY REPLACEMENT RECHARGABLE LITHIUM ION CANON POWERSHOT 2/PK|NB-9L           |  $19.95|EACH    |   0
48-11-1830      |14850|BATTERY REPLACEMENT RECHARGEABLE LITHION-ION V18 18V@3.0AH 48-11|48-11-1830      | $129.95|EACH    |   0
PS-1290         |13951|BATTERY SEALED LEAD ACID .25" QUICK-CONNECT 12V 9AH (OS) CHEMICA|PS-1290         |  $37.95|EACH    |   0
PS-1229         |15692|BATTERY SEALED LEAD ACID 12V 2.9AH F1 .187"TABS 7X2.36X1.38"    |12V-2.9AH       |  $43.33|EACH    |   0
PS-1270-F2      |10824|BATTERY SEALED LEAD ACID 12V 7AH .25" TERMINALS                 |12V-7AH         |  $24.95|EACH    |   0
CF-12V7.2-C     |13459|BATTERY SEALED LEAD ACID 12V 7AH .25" TERMINALS     (OS) CHEMICA|BAT-SLA-12V7.2  |  $29.95|EACH    |   0
SP12-5.5HR      |14518|BATTERY SEALED LEAD ACID 12V @ 5.5AH 3.54X2.76X3.98" 1/4"TERMINA|12V@5AH-SLABAT  |  $19.95|EACH    |   2
CF6V14          |12778|BATTERY SEALED LEAD ACID 6V 14AH QUICK CONNECT TERMINALS CHEMICA|6V14AHSLA       |  $30.53|EACH    |   0
PS-630          |14059|BATTERY SEALED LEAD ACID 6V 3.5AH 5.28"LX1.34"WX2.35H" COMP-UB63|6V3.5AH-SLA     |  $19.95|EACH    |   1
YTZ14S_LI       |15343|BATTERY SEALED LITHIUM ION 5.9X3.4X3.7" 290CCA 45WH 12V         |BATTERY-12VL1   | $118.80|EACH    |   0
BTL35A480C      |15379|BATTERY SEALED LITHIUM ION 6.5X3.4X5.1" 480CCA 26-35AH 12V      |BATTERY-12VL36  | $249.99|EACH    |   0
364.MP 0% HG    | 7255|BATTERY SILVER OXIDE 1.55V 20MAH 6.8MMX2.1MM SR621 364 363 AG1  |364             |   $1.00|EACH    |   9
390/389         | 8101|BATTERY SILVER OXIDE WATCH 1.55V 389/390/SR1130/AG10 11.6MMX3.1M|390/389         |   $2.00|EACH    |  10
?               |15539|BATTERY SILVER OZIDE 1.55V 32MAH 9.5MM X 2.05MM 371/370/SR920   |371/370         |   $1.25|EACH    |  15
?               |13074|BATTERY SONY CAMERA NP-FS11 COMPATIBLE LI-ION 3.6V 1100MAH (OS) |BAT-NPFS11-COM  |  $13.58|EACH    |   0
377(SR626SW)    | 9986|BATTERY WATCH BUTTON CELL (D377,SP377,SR626SW) 1.55V 6.8MMX2.6MM|377BAT          |   $1.00|EACH    |  25
P9822-ND        | 9178|BEAD EMI CORES                                                  |BEAD EMI        |   $0.12|EACH    |   0
P9823-ND        | 9179|BEAD EMI CORES                                                  |BEAD EMI        |   $0.16|EACH    |   0


Complete Listing of Engineering Electronics Shop Catalog             Page 1 OF 215         created on : 2018-02-20 18:00:00.460
 (with current #In Stock and Price for each part shown) 

MFG#            |CAT# |DESCRIPTION                                                     |TYPE#           |PRICE   |UNIT    |#IN

P9824-ND        | 9180|BEAD EMI CORES                                                  |BEAD EMI        |   $0.19|EACH    |   0
PBS-48GT        |11014|BEAM STEEL 48"                                                  |STBEAM48"       |  $16.79|EACH    |   0
PBS-72GT        |11013|BEAM STEEL 72"                                                  |STBEAM72"       |  $23.79|EACH    |   0
?               |13915|BEARING BALL DOUBLE-SHEILDED ABEC-1 R8 1/2"ID X 1-1/8"OD X5/16"D|BEARING.5X1.25  |  $27.20|EACH    |   0
D3240           | 9887|BEEPER SIGNAL AUDIBLE DUAL 6-28VDC 15MA 80DB @ 2900HZ           |D3240           |   $5.53|EACH    |   2
???             | 9675|BELT .098 SQUARE BY 12.25" MCM#42-1080                          |BELT SQ         |   $1.11|EACH    |   2
C4557-40049     |12934|BELT CARRIAGE DRIVE HP DESKJET 700/800 SERIES                   |BELT-PRINTHEAD  |  $32.00|EACH    |   0
5000-3-200-96+  |13233|BENCH WORK 96" W/ACCESSORIES CCAD                               |BENCH-CCAD      |$2368.89|EACH    |   0
1212            | 6408|BIN CARDBOARD STORAGE 12"X12"X4.25"                             |15720           |   $1.08|EACH    |   3
1W765           | 6409|BIN CARDBOARD STORAGE 2.25WX4.75HX11D                           |1W765           |   $0.46|EACH    |  61
1W766           | 6410|BIN CARDBOARD STORAGE 4.25WX4.75HX11D                           |1W766           |   $0.92|EACH    |  44
1260            | 6407|BIN CARDBOARD STORAGE 6"X12"X4.25"                              |15710           |   $0.74|EACH    |  60
1W768           | 6411|BIN CARDBOARD STORAGE 8.25WX4.75HX11D                           |1W768           |   $0.65|EACH    |  25
30-102          | 6518|BIN CUP LARGE                                                   |30-102          |   $0.52|EACH    |   0
29894           |12774|BIN DISPLAY STORAGE 3-TIER 9-1/2"W X 12"H X 12"D                |BIN-3TIER       |  $10.65|EACH    |   0
30-210          | 6515|BIN STORAGE 2.81HX3.43WX4.75D BLUE                              |30-210          |   $1.49|EACH    |   0
30-220          | 6516|BIN STORAGE 2.81HX3.43WX6.75D                                   |30-220          |   $2.95|EACH    |  48
30-128          | 9486|BIN STORAGE 4.00HX2.87WX16.5D YELLOW                            |30-128          |   $3.38|EACH    |   0
30-230          | 9487|BIN STORAGE 4.75HX4.37WX10.25L BLUE                             |30-230          |   $3.91|EACH    |   0
30-110          | 8155|BIN STORAGE 4H X 2.37W X 11.62L                                 |30-110          |   $1.18|EACH    |   0
30-120          | 8156|BIN STORAGE 4H X 4.12W X 11.62L YELLOW                          |30-120          |   $1.30|EACH    |   0
30-130          | 8157|BIN STORAGE 4H X 6.62W X 11.62L YELLOW                          |30-130          |   $2.41|EACH    |   0
30-138          | 6514|BIN STORAGE PLASTIC 6-5/8"W X 4"H X 17-7/8D YELLOW              |30-138          |   $5.31|EACH    |   0
30-239          |15356|BIN STORAGE STACKING 10-3/4"D X 8-1/4"W X 7"H BLACK             |30-239          |   $9.95|EACH    |   0
30-235          |12181|BIN STORAGE STACKING 10-7/8"D X 11"W X 5"H BLACK                |30-235          |   $9.95|EACH    |   0
368-44NB        |13391|BINDER BASIC ROUND RING 2" BLACK                                |BINDER2"BLK     |   $6.95|EACH    |  15
?               | 7162|BINDER BASIC ROUND RINGS 1" BLACK                   (OS)        |BINDER-1"       |   $2.95|EACH    |   5
W368-34NBPP     |13404|BINDER BASIC ROUND RINGS 1-1/2" 330-SHEETS BLACK                |BINDER-1-1/2"   |   $4.95|EACH    |   3
384-44B         |10762|BINDER D-RING DUBLLOCK 2" BLACK                                 |BINDER2"BK      |   $9.25|EACH    |   0
384-44BL        |10763|BINDER D-RING DUBLLOCK 2" BLUE                                  |BINDER2"BL      |   $9.25|EACH    |   0
384-44C         |10764|BINDER D-RING DUBLLOCK 2" BURGUNDY                              |BINDER2"BY      |   $9.25|EACH    |   0
384-44G         |10765|BINDER D-RING DUBLLOCK 2" GREEN                                 |BINDER2"GR      |   $9.25|EACH    |   0
?               |13153|BINDER VIEW BASIC ROUND RING 1/2" BLACK                         |BINDER-1/2"     |   $2.95|EACH    |  13
                | 7648|BINDING SYSTEM AUTOMATIC                                        |1152550         |  $65.00|EACH    |   0
?               |12030|BIT HAMMER DRILL SDS 1"DIA. 12"DEPTH 13-1/2"LENGTH              |SDS1"           |  $34.59|EACH    |   0
3053006         |14739|BIT SQUARE RECESS TORSION 1"L X 1/4" SHANK #2 2/PACK            |BIT-#2-SQUARE2  |   $3.95|EACH    |   2
B7254760        |11743|BLADE CIRCULAR SAW 7-1/4" 60T CARBIDE                           |BLADE7-1/4      |  $37.74|EACH    |   0
DW3370          |15313|BLADE CIRCULAR SAW COMBINATION GENERAL PURPOSE 10" X 30T        |BLADEC-10X30    |  $16.58|EACH    |   0
DW3372          |15314|BLADE CIRCULAR SAW FINISHING GENERAL PURPOSE 10" X 80T          |BLADEC-10X80    |  $24.28|EACH    |   0
15150           |15311|BLADE CIRCULAR SAW GENERAL PURPOSE 8-1/4" X 24T                 |BLADEC-8.25X24  |  $14.62|EACH    |   0
15250           |15312|BLADE CIRCULAR SAW GENERAL PURPOSE 8-1/4" X 40T                 |BLADEC-8.25X40  |  $27.08|EACH    |   0
?               |11702|BLADE ROTOZIP 1/8" REPLACEMENT                                  |ROTOZIPBLADE    |   $9.76|EACH    |   0
75-626          |16021|BLADE SET JIG SAW WOOD/METAL U-SHANK 24-PIECES                  |BLADE-SET-JIGS  |  $24.95|EACH    |   0
?               |11677|BLANK CAVITY COVER FOR KEYSTONE FACEPLATE IVORY                 |FP-BLANK-IVORY  |   $0.50|EACH    |   3
?               |11676|BLANK CAVITY COVER FOR KEYSTONE FACEPLATE WHITE                 |FP-BLANK-WHITE  |   $0.50|EACH    |   8
ID TAGS         |11542|BLANK ID TAGS                                                   |ID TAGS         |   $0.00|EACH    |   0
66B4-25         | 6843|BLOCKS PUNCH 50 PAIR 6 CONTACTS COMMON                          |R66B            |   $7.00|EACH    |   0
590             |12117|BOARD 1/32" FR4 COPPER-CLAD SINGLE-SIDED                        |590             |   $0.11|EACH    |   0
?               |15452|BOARD 8-CHANNEL BI-DIRECTIONAL LOGIC LEVEL CONVERTER - TXB0108  |BD-LEVEL-SHIFT  |   $9.95|EACH    |   6
2922            |15811|BOARD ADD-ON TO ADAFRUIT FEATHER BOARDS W/REAL TIME CLOCK & SD S|FEATHERWING-SD  |  $13.95|EACH    |   2
?               |14735|BOARD ARDUINO PROTO SHIELD W/MINI BREADBOARD                    |PROTO-SHIELD    |  $11.95|EACH    |   6
A000065         |14426|BOARD ARDUINO WIRELESS SD SHIELD XBEE SOCKET 3.3V               |ARDUINO-W-SD-S  |  $24.95|EACH    |   2
?               |15586|BOARD AVR PROGRAMMER ADAPTER 10-PIN TO 6-PIN W/ CONNECTORS      |ADAPTER-10P-6P  |   $1.95|EACH    |  93
BOB-08508       |13496|BOARD AVR PROGRAMMING ADAPTER 10-PIN ISP TO 6-PIN ISP CONNECTOR |AVR-ADAPTER-BD  |   $1.50|EACH    | 199
???             |11177|BOARD BACK UP FOIL FACED FOR PCB MILL                           |BACK-UP BOARD   |   $5.78|EACH    |   8
??              |15947|BOARD BLUETOOTH BLE 4.0 HM-10 MASTER/SLAVE UART MODULE          |BLE-HM-10       |  $13.95|EACH    |   0
2746            |15864|BOARD BLUETOOTH BLUEFRUIT LE SHIELD FOR ARDUINO                 |BLUEFRUIT-LE    |  $25.95|EACH    |   1
2829            |15810|BOARD BLUTOOTH LE ADAFRUIT FEATHER 32U4 BLUEFRUIT W/USB & BAT CH|BLUETOOTH-LE-F  |  $39.95|EACH    |   1
2269            |15812|BOARD BLUTOOTH LE LOW ENERGY SNIFFER DEBUGGER                   |BLUETOOTH-SNIF  |  $39.95|EACH    |   2


Complete Listing of Engineering Electronics Shop Catalog             Page 1 OF 215         created on : 2018-02-20 18:00:00.477
 (with current #In Stock and Price for each part shown) 

MFG#            |CAT# |DESCRIPTION                                                     |TYPE#           |PRICE   |UNIT    |#IN

923818-R        | 5407|BOARD BREADBOARD ADAPTER PIN #17AWG & .033SQ. LEADS             |923818          |   $0.35|EACH    |  46
923253-I        | 5600|BOARD BREADBOARD CIRCUIT STRIP 2.25X4.90X.32                    |923253          |  $19.95|EACH    |  14
MB102           | 5607|BOARD BREADBOARD SOLDERLESS 1 TERM.                             |MB102           |   $8.81|EACH    |   0
BB-500A         | 5608|BOARD BREADBOARD SOLDERLESS 1 TERM. REPLACEMENT FOR ELENCO      |BB-500A         |  $13.44|EACH    |   1
513001          | 5609|BOARD BREADBOARD SOLDERLESS PCB REPLACEMENT FOR ELENCO TRAINER  |513001          |  $11.15|EACH    |   1
923291          | 5614|BOARD BREADBOARD STRIP 154R TERM 54 4-TIE PT TERM               |923291          |   $7.58|EACH    |  24
923281          | 5613|BOARD BREADBOARD STRIP 209R DIST 2 BUSES OF 36 TIE PTS.         |923281          |   $3.98|EACH    |  18
923277          | 5612|BOARD BREADBOARD STRIP 212 DIST 2 BUSES OF 48 TIE PTS.          |923277          |   $5.04|EACH    |   8
923261          | 5610|BOARD BREADBOARD STRIP 264L TERM 128 5-TIE POINT TERM           |923261          |  $17.85|EACH    |  20
923293          | 5615|BOARD BREADBOARD STRIP 606R DIST 6 BUSES OF 24 TIE PTS.         |923293          |   $5.72|EACH    |  61
923305          | 7832|BOARD BREADBOARD STRIP TIE POINT BLOCK 1 PT. W/FEED THROUGH     |LB1             |   $0.30|EACH    |  10
923301          | 7831|BOARD BREADBOARD STRIP TIE POINT BLOCK 4X3 PTS.                 |TB3             |   $1.00|EACH    |  10
923297          | 5406|BOARD BREADBOARD STRIP TIE POINT BLOCK SINGLE 4 PTS.            |923297          |   $0.70|EACH    |  27
???             | 7841|BOARD BREADBOARD TIE POINT PIN                                  |POST            |   $0.20|EACH    |  66
3303            | 8024|BOARD BREADBROAD PROTO-KIT W/SOCKETS, HEADERS, WIRE-WRAP TOOLS  |SCOTCHFLEX      |  $15.00|EACH    |   4
1381            |15933|BOARD BREAKOUT CODEC/MP3/WAV/MIDI/OGG MICROSD PLAY+RECORD       |BOARD-CODEC     |  $29.95|EACH    |   1
PI COBBLER #914 |14859|BOARD BREAKOUT KIT FOR RASPBERRY PI W/26-PIN CABLE              |BOARD-B/O-RASP  |  $12.95|EACH    |   0
3070            |16078|BOARD BREAKOUT RFM69HCW RADIO TRANSCEIVER 868 OR 915MHZ SPI     |RFM69HCW-B-OUT  |  $14.95|EACH    |   4
3072            |16079|BOARD BREAKOUT RFM95W LORA RADIO TRANSCEIVER 868 OR 915MHZ SPI  |RFM95W-B-OUT    |   $0.00|EACH    |   4
?               |14665|BOARD BREAKOUT SENSOR 3-AXIS ACCELEROMETER ADXL345 MODULE       |BOARD-ADXL345   |   $9.95|EACH    |  10
?               |14422|BOARD BREAKOUT USB MICRO VCC,GND,D-,D+ PINS TO .1" PITCH HEADER |USB-MIC-BOARD   |   $3.00|EACH    |  25
?               |15284|BOARD BREAKOUT USB MINI VCC,GND,D-,D+ PINS TO .1" PITCH HEADER  |USB-MINI-BOARD  |   $3.00|EACH    |  25
1085            |14810|BOARD BREAKOUT W/ADS1115 16BIT ADC 4CH PROGRAMMABLE GAIN AMPLIFI|BOARD-ADS1115   |  $21.95|EACH    |   1
7684BK          |14487|BOARD BULLETIN FABRIC FRAMELESS 4' X 3'                         |7684BK          | $104.12|EACH    |   0
B447A           |12962|BOARD BULLETIN GRAY DIAMOND MESH FABRIC 6'W X 4'L ALUMINUM      |BUL-BD-4'X6'    | $259.98|EACH    |   0
B347A           |13463|BOARD BULLETIN QUARTET PRESTIGE BLACK EMBOSSED FOAM  4'X6'      |B347A           | $239.92|EACH    |   0
2476            |15482|BOARD CARRIER W/GP2Y0A60SZLF IR DISTANCE SENSOR 10-150CM 3V     |BOARD-IR-SENSO  |  $15.95|EACH    |   6
ULTIBOARDEXPORTS|15901|BOARD CIRCUIT CUSTOM PRINTED UROLOGY 2016/17 PROJECT BOARD2     |BOARD-UROLOGY2  |  $32.15|EACH    |   0
812WE           | 6049|BOARD CIRCUIT ELECTRO CONTACTS 0.19 HOLE SPACING 6.5X4.75 INCH  |812WE           |   $4.50|EACH    |   5
FLORAL FLUSH EXP|15995|BOARD CIRCUIT FOR FLORAL FLUSH EXPORTS PROJECT                  |BOARD-FLORAL-F  |   $8.75|EACH    |   0
2BIO-662-1020   |13840|BOARD CIRCUIT NTAS AUDIO AMP                                    |2BIO-662-1020   |   $7.43|EACH    |   8
2BIO-662-1050   |13731|BOARD CIRCUIT NTAS BAND PASS FILTER                             |2BIO-662-1050   |  $56.90|EACH    |   5
2BIO-662-1011   |13733|BOARD CIRCUIT NTAS BIPOLAR PREAMP                               |2BIO-662-1011   |  $10.50|EACH    |   1
2BIO-662-1040   |13568|BOARD CIRCUIT NTAS ISOLATION AMPLIFIER                          |2BIO-662-1040   |  $17.02|EACH    |  30
2BIO-662-1030   |13734|BOARD CIRCUIT NTAS MAIN BOARD                                   |2BIO-662-1030   |  $28.26|EACH    |  34
2BIO-020-0140   |13732|BOARD CIRCUIT NTAS PUSHBUTTON RIBBON CABLE BREAKOUT             |RIBBON BREAKOU  |   $8.56|EACH    |   9
P535            |13051|BOARD CIRCUIT SMT QFP/MLF TO DIP ADAPTER 4P-32P .4-.8MM PITCH 30|PCB-SMT-QFP     |  $59.95|EACH    |   0
B530            |13040|BOARD CIRCUIT SMT QFP/MLF TO DIP ADAPTER 8P-80P .65/.8MM PITCH  |PCB-SMT-QFP/ML  |  $15.95|EACH    |   3
B516            |13894|BOARD CIRCUIT T/SSOP TO DIP ADAPTER 14/16/20/28P .65MM-PITCH 54P|PCB-T/SSOP-.65  |   $4.25|EACH    |   0
PCB-TIP-SEA     |15251|BOARD CIRCUIT TIP-SEA MAIN BOARD                                |PCB-TIP-SEA     |  $12.00|EACH    |  13
H2EFBK          | 6310|BOARD CIRCUIT TRANSFORMER/FLYBACK FOR HDS                       |H2EFBK          |  $81.60|EACH    |   1
?               |15458|BOARD COMPATIBLE ARDUINO ETHERNET SHIELD RJ45 UNO MEGA 2560/1280|SHIELD-ETHERNE  |  $19.95|EACH    |   5
?               |15567|BOARD CONNECTION BRIDGE RASPBERY PI TO ARDUINO SHIELD           |BRIDGE-RASP-AR  |  $69.95|EACH    |   0
?               |15635|BOARD CONTROLLER L293D MOTOR/STEPPER/SERVO SHIELD FOR ARDUINO   |MOTOR-SHIELD-A  |  $15.95|EACH    |   1
